Year_Month,Location,Card_type,Trip
2016-09,The Star Light Rail,Adult,61139
2016-09,The Star Light Rail,Child/Youth,1365
2016-09,The Star Light Rail,Concession,2733
2016-09,The Star Light Rail,Free Travel,101
2016-09,The Star Light Rail,School Student,21
2016-09,The Star Light Rail,Senior/Pensioner,25228
2016-09,The Star Light Rail,Sgl Trip LR Adult,421
2016-09,The Star Light Rail,Sgl Trip LR Child/Youth,58
2016-09,Waratah Mills Light Rail,Adult,5301
2016-09,Waratah Mills Light Rail,Child/Youth,898
2016-09,Waratah Mills Light Rail,Concession,443
2016-09,Waratah Mills Light Rail,Free Travel,1
2016-09,Waratah Mills Light Rail,School Student,421
2016-09,Waratah Mills Light Rail,Senior/Pensioner,993
2016-09,Wentworth Park Light Rail,Adult,10960
2016-09,Wentworth Park Light Rail,Child/Youth,839
2016-09,Wentworth Park Light Rail,Concession,848
2016-09,Wentworth Park Light Rail,School Student,154
2016-09,Wentworth Park Light Rail,Senior/Pensioner,1033
2016-10,Arlington Light Rail,Adult,8638
2016-10,Arlington Light Rail,Child/Youth,1087
2016-10,Arlington Light Rail,Concession,659
2016-10,Arlington Light Rail,Free Travel,18
2016-10,Arlington Light Rail,School Student,232
2016-10,Arlington Light Rail,Senior/Pensioner,924
2016-10,Arlington Light Rail,Sgl Trip LR Adult,53
2016-10,Arlington Light Rail,Sgl Trip LR Child/Youth,30
2016-10,Capitol Square Light Rail,Adult,41569
2016-10,Capitol Square Light Rail,Child/Youth,1958
2016-10,Capitol Square Light Rail,Concession,1404
2016-10,Capitol Square Light Rail,Free Travel,38
2016-10,Capitol Square Light Rail,School Student,36
2016-10,Capitol Square Light Rail,Senior/Pensioner,12695
2016-10,Capitol Square Light Rail,Sgl Trip LR Adult,235
2016-10,Capitol Square Light Rail,Sgl Trip LR Child/Youth,42
2016-10,Central Grand Concourse Light Rail,Adult,144734
2016-10,Central Grand Concourse Light Rail,Child/Youth,7432
2016-10,Central Grand Concourse Light Rail,Concession,7134
2016-10,Central Grand Concourse Light Rail,Employee,1
2016-10,Central Grand Concourse Light Rail,Free Travel,296
2016-10,Central Grand Concourse Light Rail,School Student,52
2016-10,Central Grand Concourse Light Rail,Senior/Pensioner,50685
2016-10,Central Grand Concourse Light Rail,Sgl Trip LR Adult,560
2016-10,Central Grand Concourse Light Rail,Sgl Trip LR Child/Youth,84
2016-10,Convention Light Rail,Adult,26999
2016-10,Convention Light Rail,Child/Youth,2339
2016-10,Convention Light Rail,Concession,1185
2016-10,Convention Light Rail,Free Travel,44
2016-10,Convention Light Rail,School Student,93
2016-10,Convention Light Rail,Senior/Pensioner,3807
2016-10,Convention Light Rail,Sgl Trip LR Adult,267
2016-10,Convention Light Rail,Sgl Trip LR Child/Youth,79
2016-10,Dulwich Grove Light Rail,Adult,6485
2016-10,Dulwich Grove Light Rail,Child/Youth,729
2016-10,Dulwich Grove Light Rail,Concession,461
2016-10,Dulwich Grove Light Rail,Free Travel,2
2016-10,Dulwich Grove Light Rail,School Student,143
2016-10,Dulwich Grove Light Rail,Senior/Pensioner,1050
2016-10,Dulwich Grove Light Rail,Sgl Trip LR Adult,44
2016-10,Dulwich Grove Light Rail,Sgl Trip LR Child/Youth,16
2016-10,Dulwich Hill Light Rail,Adult,15545
2016-10,Dulwich Hill Light Rail,Child/Youth,2064
2016-10,Dulwich Hill Light Rail,Concession,1156
2016-10,Dulwich Hill Light Rail,Free Travel,16
2016-10,Dulwich Hill Light Rail,School Student,338
2016-10,Dulwich Hill Light Rail,Senior/Pensioner,3441
2016-10,Dulwich Hill Light Rail,Sgl Trip LR Adult,56
2016-10,Dulwich Hill Light Rail,Sgl Trip LR Child/Youth,31
2016-10,Exhibition Centre Light Rail,Adult,8993
2016-10,Exhibition Centre Light Rail,Child/Youth,772
2016-10,Exhibition Centre Light Rail,Concession,460
2016-10,Exhibition Centre Light Rail,Free Travel,19
2016-10,Exhibition Centre Light Rail,School Student,6
2016-10,Exhibition Centre Light Rail,Senior/Pensioner,2539
2016-10,Exhibition Centre Light Rail,Sgl Trip LR Adult,2
2016-10,Exhibition Centre Light Rail,Sgl Trip LR Child/Youth,2
2016-10,Fish Market Light Rail,Adult,35105
2016-10,Fish Market Light Rail,Child/Youth,1548
2016-10,Fish Market Light Rail,Concession,971
2016-10,Fish Market Light Rail,Free Travel,28
2016-10,Fish Market Light Rail,School Student,70
2016-10,Fish Market Light Rail,Senior/Pensioner,4742
2016-10,Fish Market Light Rail,Sgl Trip LR Adult,255
2016-10,Fish Market Light Rail,Sgl Trip LR Child/Youth,29
2016-10,Glebe Light Rail,Adult,11764
2016-10,Glebe Light Rail,Child/Youth,1734
2016-10,Glebe Light Rail,Concession,629
2016-10,Glebe Light Rail,Free Travel,19
2016-10,Glebe Light Rail,School Student,474
2016-10,Glebe Light Rail,Senior/Pensioner,1815
2016-10,Glebe Light Rail,Sgl Trip LR Adult,62
2016-10,Glebe Light Rail,Sgl Trip LR Child/Youth,25
2016-10,Hawthorne Light Rail,Adult,9281
2016-10,Hawthorne Light Rail,Child/Youth,1099
2016-10,Hawthorne Light Rail,Concession,607
2016-10,Hawthorne Light Rail,Free Travel,19
2016-10,Hawthorne Light Rail,School Student,182
2016-10,Hawthorne Light Rail,Senior/Pensioner,1454
2016-10,Hawthorne Light Rail,Sgl Trip LR Adult,65
2016-10,Hawthorne Light Rail,Sgl Trip LR Child/Youth,47
2016-10,John Street Square Light Rail,Adult,16263
2016-10,John Street Square Light Rail,Child/Youth,882
2016-10,John Street Square Light Rail,Concession,740
2016-10,John Street Square Light Rail,Free Travel,10
2016-10,John Street Square Light Rail,School Student,66
2016-10,John Street Square Light Rail,Senior/Pensioner,2623
2016-10,John Street Square Light Rail,Sgl Trip LR Adult,15
2016-10,John Street Square Light Rail,Sgl Trip LR Child/Youth,3
2016-10,Jubilee Park Light Rail,Adult,21636
2016-10,Jubilee Park Light Rail,Child/Youth,2896
2016-10,Jubilee Park Light Rail,Concession,762
2016-10,Jubilee Park Light Rail,Free Travel,49
2016-10,Jubilee Park Light Rail,School Student,667
2016-10,Jubilee Park Light Rail,Senior/Pensioner,3072
2016-10,Jubilee Park Light Rail,Sgl Trip LR Adult,146
2016-10,Jubilee Park Light Rail,Sgl Trip LR Child/Youth,68
2016-10,Leichhardt North Light Rail,Adult,8134
2016-10,Leichhardt North Light Rail,Child/Youth,1253
2016-10,Leichhardt North Light Rail,Concession,523
2016-10,Leichhardt North Light Rail,Free Travel,20
2016-10,Leichhardt North Light Rail,School Student,693
2016-10,Leichhardt North Light Rail,Senior/Pensioner,1232
2016-10,Leichhardt North Light Rail,Sgl Trip LR Adult,2
2016-10,Lewisham West Light Rail,Adult,5600
2016-10,Lewisham West Light Rail,Child/Youth,1021
2016-10,Lewisham West Light Rail,Concession,451
2016-10,Lewisham West Light Rail,Free Travel,7
2016-10,Lewisham West Light Rail,School Student,184
2016-10,Lewisham West Light Rail,Senior/Pensioner,647
2016-10,Lewisham West Light Rail,Sgl Trip LR Adult,2
2016-10,Lilyfield Light Rail,Adult,11436
2016-10,Lilyfield Light Rail,Child/Youth,1481
2016-10,Lilyfield Light Rail,Concession,650
2016-10,Lilyfield Light Rail,Free Travel,11
2016-10,Lilyfield Light Rail,School Student,211
2016-10,Lilyfield Light Rail,Senior/Pensioner,2511
2016-10,Lilyfield Light Rail,Sgl Trip LR Adult,97
2016-10,Lilyfield Light Rail,Sgl Trip LR Child/Youth,51
2016-10,Marion Light Rail,Adult,7324
2016-10,Marion Light Rail,Child/Youth,1045
2016-10,Marion Light Rail,Concession,391
2016-10,Marion Light Rail,Free Travel,4
2016-10,Marion Light Rail,School Student,76
2016-10,Marion Light Rail,Senior/Pensioner,1717
2016-10,Marion Light Rail,Sgl Trip LR Adult,50
2016-10,Marion Light Rail,Sgl Trip LR Child/Youth,21
2016-10,"Paddy's Markets Light Rail",Adult,41687
2016-10,"Paddy's Markets Light Rail",Child/Youth,3793
2016-10,"Paddy's Markets Light Rail",Concession,2670
2016-10,"Paddy's Markets Light Rail",Free Travel,59
2016-10,"Paddy's Markets Light Rail",School Student,16
2016-10,"Paddy's Markets Light Rail",Senior/Pensioner,13674
2016-10,"Paddy's Markets Light Rail",Sgl Trip LR Adult,289
2016-10,"Paddy's Markets Light Rail",Sgl Trip LR Child/Youth,62
2016-10,Pyrmont Bay Light Rail,Adult,43650
2016-10,Pyrmont Bay Light Rail,Child/Youth,2017
2016-10,Pyrmont Bay Light Rail,Concession,1452
2016-10,Pyrmont Bay Light Rail,Free Travel,63
2016-10,Pyrmont Bay Light Rail,School Student,8
2016-10,Pyrmont Bay Light Rail,Senior/Pensioner,4203
2016-10,Pyrmont Bay Light Rail,Sgl Trip LR Adult,245
2016-10,Pyrmont Bay Light Rail,Sgl Trip LR Child/Youth,60
2016-10,Rozelle Bay Light Rail,Adult,8490
2016-10,Rozelle Bay Light Rail,Child/Youth,899
2016-10,Rozelle Bay Light Rail,Concession,417
2016-10,Rozelle Bay Light Rail,Free Travel,25
2016-10,Rozelle Bay Light Rail,School Student,28
2016-10,Rozelle Bay Light Rail,Senior/Pensioner,1461
2016-10,Rozelle Bay Light Rail,Sgl Trip LR Adult,62
2016-10,Rozelle Bay Light Rail,Sgl Trip LR Child/Youth,22
2016-10,Taverners Hill Light Rail,Adult,4067
2016-10,Taverners Hill Light Rail,Child/Youth,514
2016-10,Taverners Hill Light Rail,Concession,271
2016-10,Taverners Hill Light Rail,Free Travel,7
2016-10,Taverners Hill Light Rail,School Student,98
2016-10,Taverners Hill Light Rail,Senior/Pensioner,756
2016-10,Taverners Hill Light Rail,Sgl Trip LR Adult,1
2016-10,The Star Light Rail,Adult,61112
2016-10,The Star Light Rail,Child/Youth,1147
2016-10,The Star Light Rail,Concession,2580
2016-10,The Star Light Rail,Free Travel,131
2016-10,The Star Light Rail,School Student,22
2016-10,The Star Light Rail,Senior/Pensioner,30008
2016-10,The Star Light Rail,Sgl Trip LR Adult,407
2016-10,The Star Light Rail,Sgl Trip LR Child/Youth,42
2016-10,Waratah Mills Light Rail,Adult,5421
2016-10,Waratah Mills Light Rail,Child/Youth,858
2016-10,Waratah Mills Light Rail,Concession,460
2016-10,Waratah Mills Light Rail,Free Travel,6
2016-10,Waratah Mills Light Rail,School Student,439
2016-10,Waratah Mills Light Rail,Senior/Pensioner,985
2016-10,Waratah Mills Light Rail,Sgl Trip LR Child/Youth,1
2016-10,Wentworth Park Light Rail,Adult,10921
2016-10,Wentworth Park Light Rail,Child/Youth,656
2016-10,Wentworth Park Light Rail,Concession,841
2016-10,Wentworth Park Light Rail,Free Travel,8
2016-10,Wentworth Park Light Rail,School Student,170
2016-10,Wentworth Park Light Rail,Senior/Pensioner,1132
2016-10,Wentworth Park Light Rail,Sgl Trip LR Adult,1
2016-11,Arlington Light Rail,Adult,8224
2016-11,Arlington Light Rail,Child/Youth,837
2016-11,Arlington Light Rail,Concession,503
2016-11,Arlington Light Rail,Free Travel,12
2016-11,Arlington Light Rail,School Student,287
2016-11,Arlington Light Rail,Senior/Pensioner,774
2016-11,Arlington Light Rail,Sgl Trip LR Adult,24
2016-11,Arlington Light Rail,Sgl Trip LR Child/Youth,6
2016-11,Capitol Square Light Rail,Adult,35442
2016-11,Capitol Square Light Rail,Child/Youth,1284
2016-11,Capitol Square Light Rail,Concession,1108
2016-11,Capitol Square Light Rail,Free Travel,33
2016-11,Capitol Square Light Rail,School Student,42
2016-11,Capitol Square Light Rail,Senior/Pensioner,10477
2016-11,Capitol Square Light Rail,Sgl Trip LR Adult,137
2016-11,Capitol Square Light Rail,Sgl Trip LR Child/Youth,23
2016-11,Central Grand Concourse Light Rail,Adult,137780
2016-11,Central Grand Concourse Light Rail,Child/Youth,5262
2016-11,Central Grand Concourse Light Rail,Concession,7426
2016-11,Central Grand Concourse Light Rail,Free Travel,263
2016-11,Central Grand Concourse Light Rail,School Student,90
2016-11,Central Grand Concourse Light Rail,Senior/Pensioner,46500
2016-11,Central Grand Concourse Light Rail,Sgl Trip LR Adult,471
2016-11,Central Grand Concourse Light Rail,Sgl Trip LR Child/Youth,39
2016-11,Convention Light Rail,Adult,24170
2016-11,Convention Light Rail,Child/Youth,1521
2016-11,Convention Light Rail,Concession,1238
2016-11,Convention Light Rail,Free Travel,21
2016-11,Convention Light Rail,School Student,120
2016-11,Convention Light Rail,Senior/Pensioner,3052
2016-11,Convention Light Rail,Sgl Trip LR Adult,185
2016-11,Convention Light Rail,Sgl Trip LR Child/Youth,29
2016-11,Dulwich Grove Light Rail,Adult,5795
2016-11,Dulwich Grove Light Rail,Child/Youth,597
2016-11,Dulwich Grove Light Rail,Concession,392
2016-11,Dulwich Grove Light Rail,School Student,176
2016-11,Dulwich Grove Light Rail,Senior/Pensioner,884
2016-11,Dulwich Grove Light Rail,Sgl Trip LR Adult,26
2016-11,Dulwich Grove Light Rail,Sgl Trip LR Child/Youth,8
2016-11,Dulwich Hill Light Rail,Adult,14457
2016-11,Dulwich Hill Light Rail,Child/Youth,1579
2016-11,Dulwich Hill Light Rail,Concession,1282
2016-11,Dulwich Hill Light Rail,Free Travel,8
2016-11,Dulwich Hill Light Rail,School Student,413
2016-11,Dulwich Hill Light Rail,Senior/Pensioner,2826
2016-11,Dulwich Hill Light Rail,Sgl Trip LR Adult,26
2016-11,Dulwich Hill Light Rail,Sgl Trip LR Child/Youth,15
2016-11,Exhibition Centre Light Rail,Adult,8450
2016-11,Exhibition Centre Light Rail,Child/Youth,495
2016-11,Exhibition Centre Light Rail,Concession,397
2016-11,Exhibition Centre Light Rail,Free Travel,7
2016-11,Exhibition Centre Light Rail,School Student,21
2016-11,Exhibition Centre Light Rail,Senior/Pensioner,2265
2016-11,Exhibition Centre Light Rail,Sgl Trip LR Adult,5
2016-11,Fish Market Light Rail,Adult,31707
2016-11,Fish Market Light Rail,Child/Youth,1114
2016-11,Fish Market Light Rail,Concession,1072
2016-11,Fish Market Light Rail,Free Travel,18
2016-11,Fish Market Light Rail,School Student,110
2016-11,Fish Market Light Rail,Senior/Pensioner,4146
2016-11,Fish Market Light Rail,Sgl Trip LR Adult,234
2016-11,Fish Market Light Rail,Sgl Trip LR Child/Youth,25
2016-11,Glebe Light Rail,Adult,11427
2016-11,Glebe Light Rail,Child/Youth,1662
2016-11,Glebe Light Rail,Concession,569
2016-11,Glebe Light Rail,Free Travel,19
2016-11,Glebe Light Rail,School Student,640
2016-11,Glebe Light Rail,Senior/Pensioner,1531
2016-11,Glebe Light Rail,Sgl Trip LR Adult,55
2016-11,Glebe Light Rail,Sgl Trip LR Child/Youth,15
2016-11,Hawthorne Light Rail,Adult,8971
2016-11,Hawthorne Light Rail,Child/Youth,845
2016-11,Hawthorne Light Rail,Concession,460
2016-11,Hawthorne Light Rail,Free Travel,33
2016-11,Hawthorne Light Rail,School Student,250
2016-11,Hawthorne Light Rail,Senior/Pensioner,1224
2016-11,Hawthorne Light Rail,Sgl Trip LR Adult,56
2016-11,Hawthorne Light Rail,Sgl Trip LR Child/Youth,17
2016-11,John Street Square Light Rail,Adult,16658
2016-11,John Street Square Light Rail,Child/Youth,660
2016-11,John Street Square Light Rail,Concession,699
2016-11,John Street Square Light Rail,Free Travel,10
2016-11,John Street Square Light Rail,School Student,81
2016-11,John Street Square Light Rail,Senior/Pensioner,2535
2016-11,John Street Square Light Rail,Sgl Trip LR Adult,23
2016-11,John Street Square Light Rail,Sgl Trip LR Child/Youth,2
2016-11,Jubilee Park Light Rail,Adult,17238
2016-11,Jubilee Park Light Rail,Child/Youth,2411
2016-11,Jubilee Park Light Rail,Concession,651
2016-11,Jubilee Park Light Rail,Free Travel,40
2016-11,Jubilee Park Light Rail,School Student,837
2016-11,Jubilee Park Light Rail,Senior/Pensioner,2367
2016-11,Jubilee Park Light Rail,Sgl Trip LR Adult,80
2016-11,Jubilee Park Light Rail,Sgl Trip LR Child/Youth,30
2016-11,Leichhardt North Light Rail,Adult,7484
2016-11,Leichhardt North Light Rail,Child/Youth,865
2016-11,Leichhardt North Light Rail,Concession,454
2016-11,Leichhardt North Light Rail,Free Travel,9
2016-11,Leichhardt North Light Rail,School Student,854
2016-11,Leichhardt North Light Rail,Senior/Pensioner,893
2016-11,Leichhardt North Light Rail,Sgl Trip LR Adult,1
2016-11,Leichhardt North Light Rail,Sgl Trip LR Child/Youth,1
2016-11,Lewisham West Light Rail,Adult,5038
2016-11,Lewisham West Light Rail,Child/Youth,852
2016-11,Lewisham West Light Rail,Concession,373
2016-11,Lewisham West Light Rail,Free Travel,8
2016-11,Lewisham West Light Rail,School Student,272
2016-11,Lewisham West Light Rail,Senior/Pensioner,540
2016-11,Lilyfield Light Rail,Adult,10916
2016-11,Lilyfield Light Rail,Child/Youth,953
2016-11,Lilyfield Light Rail,Concession,494
2016-11,Lilyfield Light Rail,Free Travel,11
2016-11,Lilyfield Light Rail,School Student,297
2016-11,Lilyfield Light Rail,Senior/Pensioner,2295
2016-11,Lilyfield Light Rail,Sgl Trip LR Adult,64
2016-11,Lilyfield Light Rail,Sgl Trip LR Child/Youth,25
2016-11,Marion Light Rail,Adult,6697
2016-11,Marion Light Rail,Child/Youth,806
2016-11,Marion Light Rail,Concession,402
2016-11,Marion Light Rail,Free Travel,6
2016-11,Marion Light Rail,School Student,110
2016-11,Marion Light Rail,Senior/Pensioner,1578
2016-11,Marion Light Rail,Sgl Trip LR Adult,32
2016-11,Marion Light Rail,Sgl Trip LR Child/Youth,12
2016-11,"Paddy's Markets Light Rail",Adult,34611
2016-11,"Paddy's Markets Light Rail",Child/Youth,2189
2016-11,"Paddy's Markets Light Rail",Concession,1787
2016-11,"Paddy's Markets Light Rail",Free Travel,43
2016-11,"Paddy's Markets Light Rail",School Student,17
2016-11,"Paddy's Markets Light Rail",Senior/Pensioner,11410
2016-11,"Paddy's Markets Light Rail",Sgl Trip LR Adult,256
2016-11,"Paddy's Markets Light Rail",Sgl Trip LR Child/Youth,36
2016-11,Pyrmont Bay Light Rail,Adult,42633
2016-11,Pyrmont Bay Light Rail,Child/Youth,1284
2016-11,Pyrmont Bay Light Rail,Concession,1384
2016-11,Pyrmont Bay Light Rail,Free Travel,90
2016-11,Pyrmont Bay Light Rail,School Student,6
2016-11,Pyrmont Bay Light Rail,Senior/Pensioner,4111
2016-11,Pyrmont Bay Light Rail,Sgl Trip LR Adult,155
2016-11,Pyrmont Bay Light Rail,Sgl Trip LR Child/Youth,30
2016-11,Rozelle Bay Light Rail,Adult,7950
2016-11,Rozelle Bay Light Rail,Child/Youth,569
2016-11,Rozelle Bay Light Rail,Concession,339
2016-11,Rozelle Bay Light Rail,Free Travel,7
2016-11,Rozelle Bay Light Rail,School Student,47
2016-11,Rozelle Bay Light Rail,Senior/Pensioner,1251
2016-11,Rozelle Bay Light Rail,Sgl Trip LR Adult,42
2016-11,Rozelle Bay Light Rail,Sgl Trip LR Child/Youth,6
2016-11,Taverners Hill Light Rail,Adult,4083
2016-11,Taverners Hill Light Rail,Child/Youth,448
2016-11,Taverners Hill Light Rail,Concession,245
2016-11,Taverners Hill Light Rail,Free Travel,7
2016-11,Taverners Hill Light Rail,School Student,115
2016-11,Taverners Hill Light Rail,Senior/Pensioner,618
2016-11,The Star Light Rail,Adult,55476
2016-11,The Star Light Rail,Child/Youth,1088
2016-11,The Star Light Rail,Concession,2584
2016-11,The Star Light Rail,Free Travel,122
2016-11,The Star Light Rail,School Student,38
2016-11,The Star Light Rail,Senior/Pensioner,26839
2016-11,The Star Light Rail,Sgl Trip LR Adult,332
2016-11,The Star Light Rail,Sgl Trip LR Child/Youth,23
2016-11,Waratah Mills Light Rail,Adult,5120
2016-11,Waratah Mills Light Rail,Child/Youth,692
2016-11,Waratah Mills Light Rail,Concession,442
2016-11,Waratah Mills Light Rail,Free Travel,3
2016-11,Waratah Mills Light Rail,School Student,559
2016-11,Waratah Mills Light Rail,Senior/Pensioner,945
2016-11,Wentworth Park Light Rail,Adult,11634
